accountname,PublisherAppStoreID,AccountID,marketid,AdSpend
,,,1483058899,
,,,880178264,
,,,664370402,
,,,363282253,
,,,1442895889,
,,,1460564684,
,,,1234436634,
,,,501306812,
,,,1449164533,
,,,1176156412,
,,,1319179770,
,,,1586816456,
,,,1102002812,
,,,855627886,
,,,1265838130,
,,,1563239332,
,,,1583177659,
,,,1146128499,
,,,1345968745,
,,,1322366209,
,,,1581753546,
,,,1471527199,
,,,1208561922,
,,,963067330,
,,,1567885747,
,,,1556070521,
,,,1004216430,
,,,1174766830,
,,,1250312807,
,,,1572797307,
,,,448999087,
,,,1419734728,
,,,1575647531,
,,,1214763610,
